Number,Index,Lot,pH,Temp,Voltage,Datetime,Defect,DATE_ONLY,pH_abs_diff,pH_roll_mean_3,pH_roll_std_3,pH_acc,Temp_abs_diff,Temp_roll_mean_3,Temp_roll_std_3,Temp_acc,Voltage_abs_diff,Voltage_roll_mean_3,Voltage_roll_std_3,Voltage_acc,gmm_score,gmm_pred,knn_maha_score,knn_maha_pred,iforest_raw_pred,iforest_score,iforest_pred,lof_raw_pred,lof_score,lof_pred,normal_votes,final_label
21685,433,7,2.05,40.64,15.72,2021-09-29 17:06:10,0,2021-09-29,0.0900000000000003,2.1166666666666667,0.058594652770823284,-0.07000000000000028,1.3900000000000006,39.04333333333333,4.029669134474114,-8.96,0.0600000000000005,15.606666666666667,0.147422295916632,-0.16000000000000014,33.99730086351322,ANOMALY,4.16219989564654,ANOMALY,-1,0.5616978886977132,ANOMALY,-1,1.1643372119745268,ANOMALY,0,ANOMALY
21725,473,7,2.24,41.81,13.9,2021-09-29 17:09:30,0,2021-09-29,0.3800000000000001,2.0666666666666664,0.19218047073866024,0.6200000000000001,1.019999999999996,41.69333333333333,1.1992636629754325,-3.4099999999999966,5.089999999999998,16.076666666666664,2.6237441440303035,-8.739999999999997,10.081843810979485,ANOMALY,2.7554120718139745,ANOMALY,-1,0.5635317667089776,ANOMALY,-1,1.1377043587422908,ANOMALY,0,ANOMALY
21766,514,8,2.19,44.78,19.91,2021-09-29 17:13:16,0,2021-09-29,0.08000000000000007,2.0533333333333332,0.17214335111567047,-0.1699999999999997,4.700000000000003,42.9,2.4870062324007076,8.460000000000008,4.710000000000001,17.436666666666667,2.363902141234558,6.710000000000001,10.732324101178774,ANOMALY,2.9133908382838225,ANOMALY,-1,0.579687263007984,ANOMALY,-1,1.2160174885696782,ANOMALY,0,ANOMALY
21796,544,8,1.83,43.5,16.24,2021-09-29 17:15:46,0,2021-09-29,0.29000000000000004,2.1,0.26057628441590713,-0.06000000000000005,1.4500000000000028,43.35999999999999,1.6644218215344093,-4.770000000000003,2.700000000000003,16.86,1.8496486152780505,-6.240000000000004,11.269227090343165,ANOMALY,3.39645552078235,ANOMALY,-1,0.5101182464032967,ANOMALY,-1,1.2572233518770715,ANOMALY,0,ANOMALY
21971,719,11,2.19,44.48,15.56,2021-09-29 17:31:27,0,2021-09-29,0.0,2.0766666666666667,0.19629909152447375,-0.33999999999999986,2.739999999999995,42.68333333333334,1.5566095635493733,2.829999999999991,3.6500000000000004,16.81,2.079062288629176,-7.200000000000001,12.332957033741215,ANOMALY,2.608553860496366,ANOMALY,-1,0.5018211584777897,ANOMALY,-1,1.0938734592373702,ANOMALY,0,ANOMALY
21973,721,11,1.89,41.39,15.83,2021-09-29 17:31:37,0,2021-09-29,0.5200000000000002,2.163333333333333,0.2610236260060264,-0.7400000000000004,3.5,41.25333333333334,3.2971250102677914,10.089999999999996,1.5099999999999998,16.243333333333336,0.9592879303594437,-3.289999999999999,22.48971659592217,ANOMALY,4.266511210259492,ANOMALY,-1,0.6010764907103215,ANOMALY,-1,1.0885262597757988,ANOMALY,0,ANOMALY
21974,722,11,2.01,42.39,15.51,2021-09-29 17:31:42,0,2021-09-29,0.11999999999999988,2.103333333333333,0.2722743714221629,0.6400000000000001,1.0,40.556666666666665,2.36290781312632,-2.5,0.3200000000000003,16.22666666666667,0.9773603907123031,1.1899999999999995,21.796459684802624,ANOMALY,4.001323627450188,ANOMALY,-1,0.5275594217392753,ANOMALY,-1,1.1516783119165677,ANOMALY,0,ANOMALY
21989,737,11,2.07,41.37,17.75,2021-09-29 17:32:57,0,2021-09-29,0.19999999999999973,2.11,0.2622975409720807,0.7199999999999998,0.010000000000005116,41.43,0.09539392014217364,0.14999999999999147,1.7699999999999996,18.886666666666667,0.9865258908581083,-1.8999999999999986,14.199433250203642,ANOMALY,3.0206964534982235,ANOMALY,-1,0.529020081113609,ANOMALY,-1,1.28444795112762,ANOMALY,0,ANOMALY
22007,755,11,2.26,42.42,12.91,2021-09-29 17:34:28,0,2021-09-29,0.3599999999999999,2.02,0.2078460969082664,0.3599999999999999,0.1700000000000017,41.82,0.8960468737739389,-1.2899999999999991,3.5799999999999983,15.31,2.0785571919001553,-3.5399999999999956,10.547235024274238,ANOMALY,3.197966600233525,ANOMALY,-1,0.5206409187998677,ANOMALY,-1,1.1141232731196735,ANOMALY,0,ANOMALY
22008,756,11,1.82,40.07,16.6,2021-09-29 17:34:33,0,2021-09-29,0.4399999999999997,1.9933333333333334,0.23437861108329372,-0.7999999999999996,2.3500000000000014,41.580000000000005,1.3104579352272456,-2.520000000000003,3.6900000000000013,15.333333333333334,2.0993887999446876,7.27,12.59556280776765,ANOMALY,3.3684473429264536,ANOMALY,-1,0.5601877913473131,ANOMALY,-1,1.3709676053184572,ANOMALY,0,ANOMALY
22009,757,11,1.95,40.9,15.16,2021-09-29 17:34:38,0,2021-09-29,0.1299999999999999,2.01,0.2260530911091473,0.5699999999999996,0.8299999999999983,41.13,1.191763399337332,3.1799999999999997,1.4400000000000013,14.89,1.8597580487794214,-5.130000000000003,15.196526744478552,ANOMALY,3.755085649629202,ANOMALY,-1,0.528201631278494,ANOMALY,-1,1.3911174940561615,ANOMALY,0,ANOMALY
22045,793,12,2.28,42.06,19.07,2021-09-29 17:37:59,0,2021-09-29,0.2799999999999998,2.1766666666666667,0.15373136743466942,0.5299999999999998,0.44999999999999574,42.73333333333333,0.8084759324391285,0.6700000000000088,3.8200000000000003,15.420000000000002,3.5680386769204127,0.5099999999999998,18.103637240985556,ANOMALY,4.4246847106744855,ANOMALY,-1,0.5179645249190119,ANOMALY,-1,1.4615396233893176,ANOMALY,0,ANOMALY
22070,818,12,2.1,40.18,18.56,2021-09-29 17:40:04,0,2021-09-29,0.17000000000000015,2.04,0.09539392014169436,0.33000000000000007,0.14999999999999858,40.47666666666667,0.3911947511575807,0.44000000000000483,7.959999999999999,15.760000000000003,4.474103262107394,15.48,23.66524985368936,ANOMALY,4.098687182184358,ANOMALY,-1,0.5824907679487644,ANOMALY,-1,1.1637636610364885,ANOMALY,0,ANOMALY
22071,819,12,2.15,43.55,18.49,2021-09-29 17:40:09,0,2021-09-29,0.04999999999999982,2.06,0.11532562594670753,-0.12000000000000033,3.3699999999999974,41.35333333333333,1.9038469826467816,3.519999999999996,0.07000000000000028,15.883333333333335,4.575634746495108,-8.03,45.426816731915075,ANOMALY,4.943719988647343,ANOMALY,-1,0.5476802994737864,ANOMALY,-1,1.1026511399422714,ANOMALY,0,ANOMALY
22102,850,13,2.14,40.12,12.91,2021-09-29 17:43:06,0,2021-09-29,0.2500000000000002,1.9500000000000002,0.16822603841260667,0.18000000000000038,0.47000000000000597,41.196666666666665,1.4766290439149918,1.8199999999999932,5.0,15.67,2.540236209489181,-6.719999999999999,10.892832837929113,ANOMALY,3.3077382236412673,ANOMALY,-1,0.5277770040137453,ANOMALY,-1,1.3992988289049093,ANOMALY,0,ANOMALY
22103,851,13,1.88,44.19,19.65,2021-09-29 17:43:11,0,2021-09-29,0.26000000000000023,1.97,0.14730919862656192,-0.5100000000000005,4.07,41.63333333333333,2.226574349383669,4.540000000000006,6.739999999999998,16.823333333333334,3.498933170744091,11.739999999999998,12.33069544913158,ANOMALY,3.6870544200867714,ANOMALY,-1,0.5830223571149908,ANOMALY,-1,1.466988948314115,ANOMALY,0,ANOMALY
22104,852,13,1.86,44.16,16.78,2021-09-29 17:43:16,0,2021-09-29,0.019999999999999796,1.9600000000000002,0.15620499351813255,0.24000000000000044,0.030000000000001137,42.82333333333333,2.3412033942682915,-4.100000000000001,2.8699999999999974,16.44666666666667,3.382341398104765,-9.609999999999996,21.40921372774501,ANOMALY,5.027587983339133,ANOMALY,-1,0.5246158924491325,ANOMALY,-1,1.6077037924052182,ANOMALY,0,ANOMALY
22117,865,13,1.83,44.52,15.78,2021-09-29 17:44:21,0,2021-09-29,0.010000000000000009,1.9466666666666665,0.1934769581457517,0.31999999999999984,0.05999999999999517,44.330000000000005,0.3822302970725057,-0.7499999999999929,3.6400000000000023,18.3,2.1868699092538577,-3.3600000000000048,14.096802355894592,ANOMALY,2.881199698155788,ANOMALY,-1,0.5185465009699022,ANOMALY,-1,1.1573854487910837,ANOMALY,0,ANOMALY
22177,925,14,2.25,44.78,15.35,2021-09-29 17:49:43,0,2021-09-29,0.08000000000000007,2.0966666666666667,0.20033305601755638,-0.21999999999999975,0.07000000000000028,44.39666666666667,0.6043453758682058,-0.9399999999999977,3.7799999999999994,17.356666666666666,1.9007717730788494,-5.3199999999999985,12.100838689233106,ANOMALY,2.7674177107654154,ANOMALY,-1,0.5194530738338904,ANOMALY,-1,1.1800117867094735,ANOMALY,0,ANOMALY
22178,926,14,2.25,44.78,15.35,2021-09-29 17:49:48,0,2021-09-29,0.0,2.223333333333333,0.04618802153517315,-0.08000000000000007,0.0,44.75666666666667,0.04041451884249186,-0.07000000000000028,0.0,16.61,2.1823840175367737,3.7799999999999994,18.442902466434315,ANOMALY,3.3429120703583948,ANOMALY,-1,0.5413917329253632,ANOMALY,-1,1.4765113411602218,ANOMALY,0,ANOMALY
22193,941,14,1.87,44.82,18.71,2021-09-29 17:51:03,0,2021-09-29,0.3799999999999999,2.026666666666667,0.1985782801147529,-0.6699999999999999,0.03999999999999915,43.51333333333333,2.2286617808302163,-3.8000000000000043,3.360000000000001,17.423333333333336,1.8128798452554242,6.220000000000002,14.549648186572439,ANOMALY,2.9428399752182246,ANOMALY,-1,0.5279616028692196,ANOMALY,-1,1.2062607870135973,ANOMALY,0,ANOMALY
22223,971,15,2.3,43.55,18.21,2021-09-29 17:53:55,0,2021-09-29,0.47999999999999976,2.0533333333333332,0.2402776172125346,0.6999999999999997,1.1300000000000026,42.949999999999996,2.0954474462510397,-5.190000000000005,3.030000000000001,16.356666666666666,1.6243870638900517,3.530000000000001,14.284270068856877,ANOMALY,3.1537179626375966,ANOMALY,-1,0.5456270295138921,ANOMALY,-1,1.2820565447172108,ANOMALY,0,ANOMALY
22224,972,15,1.88,42.32,15.43,2021-09-29 17:54:00,0,2021-09-29,0.41999999999999993,2.0,0.2615339366124403,-0.8999999999999997,1.2299999999999969,43.51666666666666,1.1803530545278984,-0.09999999999999432,2.780000000000001,16.273333333333333,1.6818541355698313,-5.810000000000002,12.636852402244383,ANOMALY,2.984562046727704,ANOMALY,-1,0.5174795563421758,ANOMALY,-1,1.2781106739069865,ANOMALY,0,ANOMALY
22278,1026,15,2.17,40.58,19.6,2021-09-29 17:58:30,0,2021-09-29,0.29000000000000004,1.9566666666666663,0.1871719352182189,0.2300000000000002,4.100000000000001,43.416666666666664,2.461510376442328,-3.789999999999999,4.100000000000001,16.936666666666667,2.3089030584529358,4.310000000000002,9.947398566636856,ANOMALY,2.9299767231760336,ANOMALY,-1,0.5130212340485047,ANOMALY,-1,1.2101601219843434,ANOMALY,0,ANOMALY
22363,1111,17,1.93,40.27,17.76,2021-09-29 18:06:18,0,2021-09-29,0.10999999999999988,2.06,0.3251153641401772,0.72,1.6199999999999974,41.13666666666666,0.815924833139261,-2.259999999999998,1.2099999999999973,18.06,0.8031811750781982,-2.729999999999997,22.674619741308863,ANOMALY,3.116071924168769,ANOMALY,-1,0.5179745855754203,ANOMALY,-1,1.0938958677964739,ANOMALY,0,ANOMALY
22373,1121,17,1.96,40.16,15.43,2021-09-29 18:07:08,0,2021-09-29,0.06000000000000005,2.0966666666666667,0.2902297940138698,0.5900000000000003,0.19000000000000483,40.586666666666666,0.5822656896411955,0.7099999999999937,0.8300000000000018,16.38,1.0153324578678866,0.3599999999999959,22.111935130864335,ANOMALY,3.278641124070235,ANOMALY,-1,0.5408999755744556,ANOMALY,-1,1.1558323321268809,ANOMALY,0,ANOMALY
22405,1153,17,2.15,41.4,15.84,2021-09-29 18:09:48,0,2021-09-29,0.14000000000000012,2.1966666666666668,0.2138535324312728,0.5600000000000005,0.6700000000000017,41.126666666666665,0.35161532010622715,1.1900000000000048,3.3900000000000006,17.506666666666668,1.6957102739953427,-5.170000000000002,11.941288762566108,ANOMALY,3.2421690945544084,ANOMALY,-1,0.5112479098192514,ANOMALY,-1,1.2781890497160842,ANOMALY,0,ANOMALY
22584,1332,20,2.38,41.64,13.09,2021-09-29 18:25:50,0,2021-09-29,0.41999999999999993,2.14,0.21633307652783923,0.54,0.5799999999999983,41.31,0.2981610303175701,0.7499999999999929,2.6099999999999994,15.670000000000002,2.5651315755726793,-0.08999999999999986,15.776432977973945,ANOMALY,3.3413546209711766,ANOMALY,-1,0.5833878274524144,ANOMALY,-1,1.100390406629852,ANOMALY,0,ANOMALY
22586,1334,20,1.91,42.46,15.97,2021-09-29 18:26:00,0,2021-09-29,0.06999999999999984,2.0433333333333334,0.2936551265231603,0.6099999999999997,1.5899999999999963,42.71666666666667,1.225329887554094,-3.999999999999993,2.839999999999998,15.956666666666665,2.8600233099283154,-8.559999999999997,23.027011541351566,ANOMALY,3.880719100985433,ANOMALY,-1,0.5456902904819613,ANOMALY,-1,1.1277214466093244,ANOMALY,0,ANOMALY
22602,1350,20,2.05,42.05,16.07,2021-09-29 18:27:20,0,2021-09-29,0.33000000000000007,2.15,0.19974984355438122,-0.69,0.4099999999999966,41.623333333333335,0.4352393977266794,-0.05000000000000426,2.9800000000000004,15.89,2.71447969231674,8.400000000000002,12.380579837783179,ANOMALY,3.471544579867067,ANOMALY,-1,0.5337751602400869,ANOMALY,-1,1.1002142180146621,ANOMALY,0,ANOMALY
22616,1364,20,2.07,43.67,15.87,2021-09-29 18:28:30,0,2021-09-29,0.31000000000000005,2.2133333333333334,0.15631165450257706,-0.5,2.030000000000001,42.336666666666666,1.1550901840693812,2.0900000000000034,2.7799999999999994,16.136666666666667,3.1883747165810545,9.139999999999999,15.841774572079066,ANOMALY,3.9756221045232145,ANOMALY,-1,0.5100295462862505,ANOMALY,-1,1.149669254451393,ANOMALY,0,ANOMALY
22617,1365,20,1.82,41.91,17.88,2021-09-29 18:28:35,0,2021-09-29,0.24999999999999978,2.09,0.28053520278211014,0.060000000000000275,1.7600000000000051,42.406666666666666,1.1023762213207569,-3.7900000000000063,2.01,15.613333333333332,2.405292774972167,-0.7699999999999996,16.40710581847725,ANOMALY,3.9723757198970864,ANOMALY,-1,0.5022033187404777,ANOMALY,-1,1.2392029576303174,ANOMALY,0,ANOMALY
22641,1389,21,2.46,41.04,10.6,2021-09-29 18:30:57,0,2021-09-29,0.5800000000000001,2.0566666666666666,0.3501904243884081,0.5300000000000002,0.28000000000000114,41.90333333333333,1.743454425367438,3.4299999999999997,5.130000000000001,15.04,4.138369244038039,-2.070000000000002,39.16588217027283,ANOMALY,5.772946407371907,ANOMALY,-1,0.6605621550799036,ANOMALY,-1,1.185611973607829,ANOMALY,0,ANOMALY
22643,1391,21,2.16,41.22,18.72,2021-09-29 18:31:07,0,2021-09-29,0.20000000000000018,2.1933333333333334,0.25166114784235794,0.7000000000000002,3.0500000000000043,42.17666666666667,1.8151124850359344,-6.280000000000008,0.4800000000000004,15.853333333333333,4.555846061197997,-7.159999999999998,47.65940997039322,ANOMALY,4.834494855299299,ANOMALY,-1,0.5769946259004051,ANOMALY,-1,1.1351045289277901,ANOMALY,0,ANOMALY
22671,1419,21,2.46,41.04,10.6,2021-09-29 18:33:27,0,2021-09-29,0.6499999999999999,2.0833333333333335,0.3370954365359065,0.8199999999999998,1.4100000000000037,41.36666666666667,0.9625140691612086,-3.250000000000007,5.15,13.98666666666667,2.933774588023628,-5.290000000000001,29.612147745821932,ANOMALY,4.284797516284078,ANOMALY,-1,0.66191963182765,ANOMALY,-1,1.1805762098548378,ANOMALY,0,ANOMALY
22672,1420,21,2.46,41.04,10.6,2021-09-29 18:33:32,0,2021-09-29,0.0,2.243333333333333,0.37527767497325665,-0.6499999999999999,0.0,41.51,0.8140638795573333,1.4100000000000037,0.0,12.316666666666668,2.973353886326541,5.15,77.92475218556257,ANOMALY,10.474617657595093,ANOMALY,-1,0.674103604691573,ANOMALY,-1,2.0581301044101923,ANOMALY,0,ANOMALY
22673,1421,21,2.19,40.97,16.76,2021-09-29 18:33:37,0,2021-09-29,0.27,2.3699999999999997,0.15588457268119846,-0.27,0.07000000000000028,41.016666666666666,0.04041451884227097,-0.07000000000000028,6.160000000000002,12.653333333333336,3.5564776582080717,6.160000000000002,41.32803293251291,ANOMALY,6.231469502197127,ANOMALY,-1,0.6155155956243519,ANOMALY,-1,1.6314332380127872,ANOMALY,0,ANOMALY
22674,1422,21,2.03,42.62,15.55,2021-09-29 18:33:42,0,2021-09-29,0.16000000000000014,2.2266666666666666,0.21733231083604032,0.10999999999999988,1.6499999999999986,41.54333333333333,0.9330773458472045,1.7199999999999989,1.2100000000000009,14.303333333333336,3.263745292349456,-7.370000000000003,29.07065616196491,ANOMALY,4.07886494025201,ANOMALY,-1,0.5434619977102084,ANOMALY,-1,1.1526053492053703,ANOMALY,0,ANOMALY
22734,1482,22,1.82,42.86,19.73,2021-09-29 18:39:04,0,2021-09-29,0.17999999999999994,2.05,0.2586503431275515,0.15000000000000013,0.6899999999999977,41.42666666666666,3.099424677796409,-6.369999999999997,0.879999999999999,19.38,0.4667976006793481,1.5899999999999963,24.66329237382073,ANOMALY,3.996125121411622,ANOMALY,-1,0.5247644951770992,ANOMALY,-1,1.3797837618142252,ANOMALY,0,ANOMALY
22883,113,2,1.87,40.03,15.06,2021-09-30 16:34:55,0,2021-09-30,0.039999999999999813,2.0433333333333334,0.26633312473917614,0.40000000000000036,4.140000000000001,42.51,2.1884240905272296,-4.980000000000004,3.179999999999998,16.75,1.5994061397906432,-4.469999999999997,17.656563381704157,ANOMALY,3.48007099796391,ANOMALY,-1,0.5427454221194825,ANOMALY,-1,1.2474241341809407,ANOMALY,0,ANOMALY
22927,157,3,2.24,44.02,11.46,2021-09-30 16:38:56,0,2021-09-30,0.41000000000000014,1.9666666666666668,0.23671361036774655,0.41000000000000014,1.8700000000000045,43.339999999999996,1.0340696301506853,3.5700000000000074,7.349999999999998,16.083333333333332,4.02537368865716,-8.179999999999996,21.75314712615194,ANOMALY,3.735548236621568,ANOMALY,-1,0.6274888877630053,ANOMALY,-1,1.101978551659062,ANOMALY,0,ANOMALY
22928,158,3,1.85,41.84,15.07,2021-09-30 16:39:01,0,2021-09-30,0.3900000000000001,1.9733333333333334,0.2311565126344774,-0.8000000000000003,2.1799999999999997,42.669999999999995,1.17936423550994,-4.050000000000004,3.6099999999999994,15.113333333333335,3.6751916049824342,10.959999999999997,21.845854539642737,ANOMALY,4.308298170311603,ANOMALY,-1,0.5957359542380068,ANOMALY,-1,1.1402452059695902,ANOMALY,0,ANOMALY
22929,159,3,1.89,41.07,15.41,2021-09-30 16:39:06,0,2021-09-30,0.039999999999999813,1.9933333333333334,0.21455380055672124,0.42999999999999994,0.7700000000000031,42.31,1.5301307133705702,1.4099999999999966,0.33999999999999986,13.980000000000002,2.1889952032839295,-3.2699999999999996,24.06400035509951,ANOMALY,4.756084072822121,ANOMALY,-1,0.4979349861601031,ANOMALY,-1,1.3842158203968933,ANOMALY,0,ANOMALY
23017,247,4,1.81,41.3,16.98,2021-09-30 16:46:48,0,2021-09-30,0.46999999999999975,2.09,0.2475883680627989,-0.5699999999999994,0.3100000000000023,42.126666666666665,1.173641058132068,1.5499999999999972,0.5500000000000007,17.560000000000002,1.5062204353945046,3.3900000000000006,12.959194165390826,ANOMALY,3.090468292655472,ANOMALY,-1,0.5063720390265856,ANOMALY,-1,1.2157065498234478,ANOMALY,0,ANOMALY
23018,248,4,2.28,41.61,16.43,2021-09-30 16:46:53,0,2021-09-30,0.46999999999999975,2.123333333333333,0.2713546265191242,0.9399999999999995,0.3100000000000023,41.50666666666667,0.17897858344893075,0.6200000000000045,0.5500000000000007,16.613333333333333,0.3175426480542756,-1.1000000000000014,16.073661725835347,ANOMALY,3.0596709016654913,ANOMALY,-1,0.5769587701343968,ANOMALY,-1,1.176250220786429,ANOMALY,0,ANOMALY
23105,335,5,2.44,40.42,15.18,2021-09-30 16:54:28,0,2021-09-30,0.33999999999999986,2.22,0.19078784028338763,0.3599999999999999,0.5499999999999972,41.89333333333334,2.0937128106150094,2.770000000000003,0.6300000000000008,15.963333333333336,0.8701915497942202,0.4599999999999973,14.8159597408447,ANOMALY,3.635473005974268,ANOMALY,-1,0.5535511433008312,ANOMALY,-1,1.153399440837326,ANOMALY,0,ANOMALY
23106,336,5,2.17,44.57,15.34,2021-09-30 16:54:33,0,2021-09-30,0.27,2.236666666666667,0.17953644012660147,-0.6099999999999999,4.149999999999999,41.98666666666667,2.2540703922755845,4.699999999999996,0.16000000000000014,15.443333333333335,0.32746501085344465,0.7900000000000009,13.658227552553646,ANOMALY,3.654414462857859,ANOMALY,-1,0.5772495837579631,ANOMALY,-1,1.4409021195650376,ANOMALY,0,ANOMALY
23107,337,5,2.14,40.37,18.24,2021-09-30 16:54:38,0,2021-09-30,0.029999999999999805,2.2500000000000004,0.1652271164185812,0.2400000000000002,4.200000000000003,41.78666666666667,2.4105670149019733,-8.350000000000001,2.8999999999999986,16.253333333333334,1.7223627182836012,2.7399999999999984,14.146891671913135,ANOMALY,3.9999237376715464,ANOMALY,-1,0.5443403163164711,ANOMALY,-1,1.5239890099766624,ANOMALY,0,ANOMALY
23150,380,6,1.81,40.47,18.18,2021-09-30 16:58:34,0,2021-09-30,0.3799999999999999,2.14,0.3080584360149881,-0.1499999999999999,0.6600000000000037,41.160000000000004,0.7054785609782581,0.0899999999999963,0.33999999999999986,17.456666666666667,1.5566095635493522,-3.1899999999999995,17.800026953477225,ANOMALY,4.032728359152796,ANOMALY,-1,0.5435847102367024,ANOMALY,-1,1.3133561943217966,ANOMALY,0,ANOMALY
23157,387,6,2.12,44.75,18.82,2021-09-30 16:59:09,0,2021-09-30,0.2999999999999998,2.12,0.3000000000000009,-0.8999999999999997,2.8699999999999974,43.073333333333345,1.4948021050739282,3.5799999999999983,3.1500000000000004,16.863333333333333,1.7081081152354851,3.580000000000002,14.54373443096881,ANOMALY,3.6484245847687724,ANOMALY,-1,0.5514803165579363,ANOMALY,-1,1.140969244744292,ANOMALY,0,ANOMALY
23261,491,8,1.94,40.38,19.69,2021-09-30 17:08:32,0,2021-09-30,0.3999999999999999,2.153333333333333,0.20132891827388646,-0.5599999999999996,2.0799999999999983,41.583333333333336,1.0777909506640522,-2.6300000000000026,0.6400000000000006,18.41,1.6932808390813423,-1.9200000000000017,11.381146242904556,ANOMALY,2.8703609327795965,ANOMALY,-1,0.515792866194289,ANOMALY,-1,1.216077872458852,ANOMALY,0,ANOMALY
23296,526,8,2.07,41.62,15.65,2021-09-30 17:11:27,0,2021-09-30,0.10999999999999988,2.1566666666666667,0.2514623895005641,0.5899999999999999,1.1000000000000014,41.870000000000005,0.7566372975210235,-2.549999999999997,0.08000000000000007,14.523333333333335,2.021121800716952,-3.620000000000001,21.82898864629772,ANOMALY,3.853784529073087,ANOMALY,-1,0.5253891664196638,ANOMALY,-1,1.1121297334722486,ANOMALY,0,ANOMALY
23415,645,10,2.19,44.47,16.43,2021-09-30 17:22:04,0,2021-09-30,0.3799999999999999,1.9733333333333334,0.1955334583474995,0.48999999999999977,0.21999999999999886,44.46666666666667,0.22501851775679094,-0.6699999999999946,0.5800000000000001,17.2,1.8587361297397778,4.050000000000001,13.470166491041404,ANOMALY,2.5652848180777266,ANOMALY,-1,0.5060833545341036,ANOMALY,-1,1.1529460228505277,ANOMALY,0,ANOMALY
23450,680,10,2.17,44.96,15.41,2021-09-30 17:24:59,0,2021-09-30,0.33999999999999986,1.9799999999999998,0.17349351572897448,0.44999999999999973,0.13000000000000256,43.656666666666666,2.1458409384978565,-3.519999999999996,2.8200000000000003,17.599999999999998,1.9527672672389818,-1.8900000000000006,12.698106880585163,ANOMALY,2.780754205768049,ANOMALY,-1,0.4988341644736332,ANOMALY,-1,1.0936652602710946,ANOMALY,0,ANOMALY
23535,765,12,2.08,33.85,19.94,2021-09-30 17:32:48,0,2021-09-30,0.029999999999999805,2.0866666666666664,0.02081665999465881,-0.06999999999999984,7.059999999999995,38.75666666666667,4.259874802542134,-6.459999999999994,1.1799999999999997,17.963333333333335,2.473182834594591,-2.3900000000000023,30.397636749090175,ANOMALY,5.316674368479288,ANOMALY,-1,0.6108978967689813,ANOMALY,-1,1.1242430406192523,ANOMALY,0,ANOMALY
23607,837,13,2.09,43.42,16.26,2021-09-30 17:39:10,0,2021-09-30,0.1499999999999999,2.14,0.22912878474779222,0.6000000000000001,1.1600000000000037,43.52333333333333,1.318041476332719,3.7900000000000063,3.6899999999999977,18.08666666666667,1.8452732408327317,-5.589999999999996,11.3440552747071,ANOMALY,3.2080503531685816,ANOMALY,-1,0.5052176355158483,ANOMALY,-1,1.209233535309637,ANOMALY,0,ANOMALY
23646,876,13,2.12,41.38,18.37,2021-09-30 17:42:25,0,2021-09-30,0.2200000000000002,2.153333333333333,0.271538824725551,0.7600000000000002,2.5999999999999943,42.343333333333334,1.4247923825362465,-4.9099999999999895,0.28000000000000114,17.76,0.826014527717285,-0.9899999999999984,12.439331421809278,ANOMALY,3.11455544309027,ANOMALY,-1,0.5012536569307939,ANOMALY,-1,1.1800225939808673,ANOMALY,0,ANOMALY
23720,950,14,1.98,44.94,16.84,2021-09-30 17:48:57,0,2021-09-30,0.41000000000000014,2.1833333333333336,0.20502032419575644,-0.6200000000000001,3.5,42.153333333333336,2.507296020284244,2.1400000000000006,0.8999999999999986,17.923333333333336,1.1856784274554963,0.5500000000000043,12.330221069997991,ANOMALY,3.489842422130111,ANOMALY,-1,0.5216224987888691,ANOMALY,-1,1.0931423748897149,ANOMALY,0,ANOMALY
23870,1100,16,1.83,44.35,18.55,2021-09-30 18:02:10,0,2021-09-30,0.33000000000000007,2.0466666666666664,0.1877054430040137,-0.3400000000000003,9.89,40.28666666666666,5.175425908399567,17.479999999999997,3.110000000000001,17.636666666666667,1.9113433321445246,6.590000000000003,27.954317901229448,ANOMALY,4.414725531426534,ANOMALY,-1,0.6226230595545355,ANOMALY,-1,1.1029594359966033,ANOMALY,0,ANOMALY
23871,1101,16,1.83,41.54,17.74,2021-09-30 18:02:15,0,2021-09-30,0.0,1.9400000000000002,0.19052558883257628,0.33000000000000007,2.8100000000000023,40.11666666666667,5.0963156626462505,-12.700000000000003,0.8100000000000023,17.24333333333333,1.6133918722162073,-3.9200000000000035,42.427677581419914,ANOMALY,5.290559219330993,ANOMALY,-1,0.5307400517462016,ANOMALY,-1,1.1127890709846502,ANOMALY,0,ANOMALY
23908,1138,17,1.83,36.87,15.19,2021-09-30 18:05:40,0,2021-09-30,0.33999999999999986,2.0066666666666664,0.17039170558842753,-0.48999999999999977,5.109999999999999,41.1,3.8658634223159107,-2.6399999999999935,3.0999999999999996,17.236666666666668,1.7727191919007728,-3.1599999999999984,16.41194688179193,ANOMALY,4.143292296635424,ANOMALY,-1,0.5686300769220666,ANOMALY,-1,1.2166281244672361,ANOMALY,0,ANOMALY
23909,1139,17,1.87,40.94,17.7,2021-09-30 18:05:45,0,2021-09-30,0.040000000000000036,1.9566666666666668,0.18583146486355132,0.3799999999999999,4.07,39.93,2.700574013057243,9.18,2.51,17.06,1.646116642282677,5.609999999999999,14.102433173152813,ANOMALY,4.35382934453092,ANOMALY,-1,0.5315876975734489,ANOMALY,-1,1.358205284438562,ANOMALY,0,ANOMALY
24055,1285,19,2.41,41.35,13.12,2021-09-30 18:18:39,0,2021-09-30,0.3200000000000003,2.19,0.19078784028338847,0.30000000000000027,0.7000000000000028,41.14333333333334,0.4291076011134101,1.480000000000004,3.0200000000000014,14.853333333333333,1.558760191092027,-3.860000000000001,13.820745807494914,ANOMALY,3.41864486938681,ANOMALY,-1,0.5537059479314785,ANOMALY,-1,1.1036144894713988,ANOMALY,0,ANOMALY
